OrderID,Date,Product,Category,Region,Country,City,Store,Quantity,UnitPrice,TotalRevenue,PaymentMethod,CustomerSegment
606,2024-05-13,Apple Watch Series 9,Wearables,North America,USA,New York,Apple Ginza,1,417.27,417.27,PayPal,Education
607,2024-08-07,iPhone 14,Smartphone,North America,USA,Los Angeles,Apple Champs-Élysées,1,706.29,706.29,Debit Card,Consumer
608,2024-11-25,Apple Watch Ultra,Wearables,Europe,Spain,Valencia,Apple Michigan Avenue,1,775.21,775.21,Apple Pay,Premium
609,2024-04-20,MacBook Air,Computers,Middle East,UAE,Dubai,Apple Michigan Avenue,1,1136.27,1136.27,PayPal,Enterprise
610,2024-06-27,"MacBook Pro 14""",Computers,Asia,Singapore,Singapore,Apple Orchard Road,1,2012.2,2012.2,Credit Card,Education
611,2024-11-29,AirPods Pro,Accessories,Middle East,UAE,Dubai,Apple Dubai Mall,1,241.16,241.16,Credit Card,Consumer
612,2024-01-01,Apple Watch Series 9,Wearables,Asia,China,Beijing,Apple Union Square,1,384.12,384.12,Debit Card,Premium
613,2024-11-29,iPad Mini,Tablets,South America,Brazil,São Paulo,Apple Eaton Centre,2,510.42,1020.83,Credit Card,Premium
614,2024-07-08,AirPods Pro,Accessories,Asia,Australia,Melbourne,Apple Eaton Centre,1,253.24,253.24,Apple Pay,Education
615,2024-06-03,AirPods Max,Accessories,North America,Canada,Toronto,Apple Regent Street,1,526.95,526.95,Apple Pay,Premium
616,2024-01-06,iPad Air,Tablets,Middle East,UAE,Dubai,Apple Sydney,1,606.04,606.04,Debit Card,Premium
617,2024-10-27,iPhone 15,Smartphone,South America,Brazil,São Paulo,Apple Union Square,2,810.78,1621.56,Apple Pay,Enterprise
618,2024-11-04,Apple Watch Series 9,Wearables,Middle East,Saudi Arabia,Jeddah,Apple Sydney,2,408.56,817.13,Apple Pay,Premium
619,2024-03-16,iPad Pro,Tablets,South America,Mexico,Guadalajara,Apple Eaton Centre,1,1101.41,1101.41,PayPal,Consumer
620,2024-05-05,iPhone 15 Pro,Smartphone,Middle East,Saudi Arabia,Riyadh,Apple Union Square,2,994.97,1989.94,Bank Transfer,Premium
621,2024-12-08,Apple Watch SE,Wearables,South America,Mexico,Mexico City,Apple Pacific Centre,5,236.83,1184.13,Bank Transfer,Premium
622,2024-08-19,"MacBook Pro 14""",Computers,North America,USA,New York,Apple Champs-Élysées,1,2032.83,2032.83,Apple Pay,Enterprise
623,2024-12-17,AirPods 3rd Gen,Accessories,Middle East,UAE,Abu Dhabi,Apple Dubai Mall,1,181.79,181.79,Apple Pay,Consumer
624,2024-03-28,iPhone 14,Smartphone,Asia,Japan,Kyoto,Apple Union Square,1,712.93,712.93,Apple Pay,Consumer
625,2024-09-01,AirPods Pro,Accessories,North America,USA,Miami,Apple IFC Mall,1,239.8,239.8,Credit Card,Enterprise
626,2024-05-27,"MacBook Pro 14""",Computers,Middle East,Saudi Arabia,Riyadh,Apple Pacific Centre,1,1956.66,1956.66,Debit Card,Consumer
627,2024-05-13,Apple Watch Ultra,Wearables,North America,USA,Miami,Apple Eaton Centre,1,834.27,834.27,Bank Transfer,Enterprise
628,2024-08-12,iPad Air,Tablets,Asia,Japan,Tokyo,Apple Regent Street,1,600.28,600.28,Credit Card,Education
629,2024-06-01,AirPods Pro,Accessories,North America,Canada,Vancouver,Apple Eaton Centre,1,244.42,244.42,Bank Transfer,Enterprise
630,2024-07-29,iPad Mini,Tablets,Asia,China,Beijing,Apple IFC Mall,1,487.46,487.46,PayPal,Education
631,2024-02-03,iPad Mini,Tablets,Middle East,UAE,Abu Dhabi,Apple Ginza,1,504.76,504.76,Apple Pay,Enterprise
632,2024-10-13,Apple Watch Series 9,Wearables,Europe,UK,Manchester,Apple Pacific Centre,1,393.43,393.43,PayPal,Enterprise
633,2024-06-16,iPad Mini,Tablets,Middle East,UAE,Abu Dhabi,Apple Regent Street,1,490.66,490.66,Credit Card,Education
634,2024-03-09,iPad Pro,Tablets,Middle East,Saudi Arabia,Riyadh,Apple Union Square,3,1133.74,3401.21,PayPal,Premium
635,2024-04-18,Apple Watch Series 9,Wearables,Middle East,UAE,Dubai,Apple Orchard Road,2,391.81,783.62,Credit Card,Premium
636,2024-04-26,Apple Watch Ultra,Wearables,Asia,Singapore,Singapore,Apple IFC Mall,3,799.0,2397.01,PayPal,Consumer
637,2024-03-14,Apple Watch SE,Wearables,North America,Canada,Montreal,Apple Union Square,2,259.75,519.5,Bank Transfer,Enterprise
638,2024-06-05,AirPods 3rd Gen,Accessories,Europe,France,Paris,Apple Dubai Mall,1,172.77,172.77,PayPal,Education
639,2024-07-01,iPhone 15 Pro,Smartphone,Middle East,Saudi Arabia,Riyadh,Apple IFC Mall,1,969.71,969.71,Apple Pay,Premium
640,2024-04-08,iPhone 15,Smartphone,Asia,Australia,Melbourne,Apple Ginza,1,791.44,791.44,Apple Pay,Premium
641,2024-11-13,iPad Air,Tablets,North America,Canada,Montreal,Apple Sydney,1,614.89,614.89,Credit Card,Enterprise
642,2024-12-23,"MacBook Pro 16""",Computers,Asia,China,Beijing,Apple Champs-Élysées,1,2436.16,2436.16,PayPal,Education
643,2024-03-23,Apple Watch Series 9,Wearables,North America,USA,Miami,Apple Dubai Mall,3,409.56,1228.68,Credit Card,Premium
644,2024-08-02,MacBook Air,Computers,Middle East,Saudi Arabia,Riyadh,Apple Dubai Mall,1,1115.02,1115.02,Debit Card,Enterprise
645,2024-04-24,AirPods 3rd Gen,Accessories,Europe,Italy,Florence,Apple Eaton Centre,3,172.51,517.52,Debit Card,Education
646,2024-01-21,MacBook Air,Computers,Asia,South Korea,Busan,Apple Champs-Élysées,3,1058.52,3175.57,Credit Card,Consumer
647,2024-07-09,iPad Air,Tablets,South America,Brazil,São Paulo,Apple Michigan Avenue,1,572.26,572.26,Apple Pay,Consumer
648,2024-08-06,MacBook Air,Computers,South America,Brazil,São Paulo,Apple Eaton Centre,3,1104.38,3313.13,Debit Card,Enterprise
649,2024-06-13,iPad Mini,Tablets,Asia,China,Hong Kong,Apple Ginza,5,520.58,2602.91,Apple Pay,Education
650,2024-09-26,AirPods Max,Accessories,Middle East,UAE,Dubai,Apple Fifth Avenue,1,529.19,529.19,Debit Card,Premium
651,2024-07-24,iPhone 15,Smartphone,Asia,Japan,Kyoto,Apple Orchard Road,2,809.36,1618.71,Bank Transfer,Consumer
652,2024-12-19,iPad Air,Tablets,Middle East,Saudi Arabia,Jeddah,Apple Regent Street,1,627.5,627.5,PayPal,Premium
653,2024-12-14,iPhone 15,Smartphone,Europe,Spain,Valencia,Apple Sydney,1,837.57,837.57,Debit Card,Consumer
654,2024-12-22,AirPods 3rd Gen,Accessories,North America,Canada,Vancouver,Apple Regent Street,1,184.1,184.1,Apple Pay,Consumer
655,2024-09-28,iPhone 15,Smartphone,Europe,UK,Edinburgh,Apple Fifth Avenue,1,762.73,762.73,PayPal,Consumer
656,2024-12-15,MacBook Air,Computers,North America,USA,New York,Apple Ginza,1,1044.23,1044.23,Apple Pay,Consumer
657,2024-06-13,iPad Air,Tablets,North America,USA,Los Angeles,Apple Sydney,1,602.22,602.22,Debit Card,Enterprise
658,2024-06-05,MacBook Air,Computers,Asia,China,Shanghai,Apple Dubai Mall,4,1091.37,4365.46,PayPal,Education
659,2024-05-04,iPhone 15,Smartphone,Asia,South Korea,Seoul,Apple Fifth Avenue,2,767.89,1535.77,PayPal,Education
660,2024-03-10,AirPods 3rd Gen,Accessories,Europe,Germany,Munich,Apple Orchard Road,1,177.06,177.06,Debit Card,Premium
661,2024-04-22,"MacBook Pro 14""",Computers,Asia,Singapore,Singapore,Apple IFC Mall,3,2053.61,6160.83,Apple Pay,Premium
662,2024-09-06,iPhone 15,Smartphone,Europe,Italy,Florence,Apple Dubai Mall,1,837.9,837.9,Debit Card,Consumer
663,2024-03-08,AirPods 3rd Gen,Accessories,North America,Canada,Vancouver,Apple Eaton Centre,1,179.62,179.62,Credit Card,Enterprise
664,2024-11-27,Apple Watch Series 9,Wearables,Asia,South Korea,Busan,Apple Regent Street,3,379.07,1137.22,Credit Card,Premium
665,2024-08-28,iPhone 15 Pro,Smartphone,Asia,China,Hong Kong,Apple Pacific Centre,1,986.7,986.7,Apple Pay,Education
666,2024-05-05,AirPods Pro,Accessories,Asia,China,Shanghai,Apple Union Square,3,245.0,735.0,Debit Card,Enterprise
667,2024-05-01,iPhone 15 Pro,Smartphone,North America,USA,Chicago,Apple Orchard Road,1,981.65,981.65,Debit Card,Enterprise
668,2024-04-23,AirPods Pro,Accessories,North America,Canada,Toronto,Apple Champs-Élysées,1,260.34,260.34,Apple Pay,Consumer
669,2024-01-16,Apple Watch SE,Wearables,Asia,Singapore,Singapore,Apple Champs-Élysées,1,249.29,249.29,Credit Card,Education
670,2024-03-14,Apple Watch Ultra,Wearables,North America,USA,Chicago,Apple Dubai Mall,5,807.46,4037.32,PayPal,Enterprise
671,2024-06-10,AirPods 3rd Gen,Accessories,Middle East,Saudi Arabia,Jeddah,Apple Dubai Mall,1,182.6,182.6,Debit Card,Consumer
672,2024-03-21,"MacBook Pro 14""",Computers,South America,Mexico,Guadalajara,Apple Sydney,2,1930.19,3860.38,Bank Transfer,Premium
673,2024-07-16,iPhone 14,Smartphone,Europe,Spain,Madrid,Apple Dubai Mall,5,678.72,3393.61,PayPal,Enterprise
674,2024-10-08,iPhone 15 Pro,Smartphone,South America,Brazil,São Paulo,Apple Eaton Centre,4,963.16,3852.62,Debit Card,Consumer
675,2024-12-01,iPad Pro,Tablets,Middle East,Saudi Arabia,Riyadh,Apple Michigan Avenue,1,1060.1,1060.1,Credit Card,Consumer
676,2024-05-30,iPad Pro,Tablets,Asia,Japan,Kyoto,Apple Union Square,4,1134.2,4536.81,Bank Transfer,Premium
677,2024-06-28,MacBook Air,Computers,Europe,Germany,Munich,Apple Regent Street,1,1070.63,1070.63,Credit Card,Premium
678,2024-04-24,AirPods Max,Accessories,Europe,France,Paris,Apple Eaton Centre,2,532.15,1064.31,Apple Pay,Premium
679,2024-05-09,AirPods Max,Accessories,South America,Mexico,Mexico City,Apple Sydney,2,522.94,1045.88,Debit Card,Consumer
680,2024-07-21,Apple Watch Series 9,Wearables,North America,USA,Chicago,Apple Ginza,1,382.27,382.27,Credit Card,Consumer
681,2024-08-03,"MacBook Pro 14""",Computers,North America,Canada,Toronto,Apple Pacific Centre,1,1960.56,1960.56,Credit Card,Consumer
682,2024-04-26,iPhone 15,Smartphone,Europe,France,Paris,Apple Ginza,1,781.61,781.61,Debit Card,Consumer
683,2024-09-30,Apple Watch Series 9,Wearables,South America,Brazil,São Paulo,Apple Union Square,1,414.57,414.57,Bank Transfer,Enterprise
684,2024-05-11,iPhone 15,Smartphone,Asia,Australia,Melbourne,Apple Orchard Road,1,763.41,763.41,Bank Transfer,Enterprise
685,2024-06-03,AirPods Max,Accessories,South America,Brazil,São Paulo,Apple Michigan Avenue,1,548.31,548.31,Debit Card,Premium
686,2024-06-22,Apple Watch SE,Wearables,North America,Canada,Toronto,Apple Michigan Avenue,1,259.2,259.2,Credit Card,Education
687,2024-03-16,iPhone 15 Pro,Smartphone,Asia,South Korea,Seoul,Apple Dubai Mall,3,1047.53,3142.58,PayPal,Consumer
688,2024-04-27,iPad Pro,Tablets,South America,Mexico,Guadalajara,Apple Champs-Élysées,1,1049.68,1049.68,Debit Card,Premium
689,2024-05-23,Apple Watch Series 9,Wearables,Middle East,UAE,Abu Dhabi,Apple Champs-Élysées,2,386.49,772.98,Credit Card,Premium
690,2024-10-25,Apple Watch Series 9,Wearables,Europe,UK,Manchester,Apple Sydney,1,387.67,387.67,PayPal,Education
691,2024-09-09,Apple Watch Series 9,Wearables,Asia,Japan,Osaka,Apple Pacific Centre,1,414.88,414.88,PayPal,Consumer
692,2024-09-25,AirPods 3rd Gen,Accessories,Europe,Italy,Rome,Apple Ginza,1,170.07,170.07,Debit Card,Premium
693,2024-03-27,AirPods Max,Accessories,Middle East,UAE,Dubai,Apple Pacific Centre,2,568.6,1137.19,Apple Pay,Enterprise
694,2024-09-24,iPad Air,Tablets,Europe,Italy,Rome,Apple Michigan Avenue,1,607.89,607.89,Bank Transfer,Education
695,2024-12-21,MacBook Air,Computers,Europe,Italy,Florence,Apple Champs-Élysées,1,1087.31,1087.31,Apple Pay,Premium
696,2024-03-24,Apple Watch Ultra,Wearables,Middle East,UAE,Dubai,Apple Dubai Mall,3,773.58,2320.73,Apple Pay,Premium
697,2024-03-09,iPad Pro,Tablets,Middle East,UAE,Dubai,Apple Michigan Avenue,1,1067.32,1067.32,Bank Transfer,Education
698,2024-05-28,iPad Mini,Tablets,Asia,Japan,Tokyo,Apple Michigan Avenue,1,487.28,487.28,Debit Card,Education
699,2024-10-20,Apple Watch SE,Wearables,Europe,UK,Manchester,Apple IFC Mall,1,256.27,256.27,Apple Pay,Consumer
700,2024-09-24,iPad Pro,Tablets,South America,Mexico,Mexico City,Apple Union Square,1,1111.88,1111.88,PayPal,Premium
701,2024-07-15,iPhone 14,Smartphone,Europe,Italy,Milan,Apple IFC Mall,1,677.47,677.47,Apple Pay,Enterprise
702,2024-05-19,iPad Mini,Tablets,Europe,Germany,Hamburg,Apple Pacific Centre,1,483.91,483.91,PayPal,Education
703,2024-01-08,"MacBook Pro 16""",Computers,Middle East,Saudi Arabia,Jeddah,Apple Champs-Élysées,2,2575.25,5150.5,PayPal,Premium
704,2024-06-15,"MacBook Pro 16""",Computers,North America,USA,Los Angeles,Apple Champs-Élysées,3,2589.59,7768.76,PayPal,Premium
705,2024-05-24,iPhone 14,Smartphone,Europe,France,Lyon,Apple Orchard Road,5,700.26,3501.29,Bank Transfer,Consumer
706,2024-02-08,iPad Air,Tablets,North America,USA,Los Angeles,Apple Orchard Road,2,596.41,1192.83,PayPal,Education
707,2024-10-24,Apple Watch Ultra,Wearables,Europe,UK,Manchester,Apple IFC Mall,1,768.57,768.57,Debit Card,Consumer
708,2024-06-28,iPad Air,Tablets,Middle East,UAE,Abu Dhabi,Apple Dubai Mall,1,619.61,619.61,Debit Card,Enterprise
709,2024-08-16,iPhone 15,Smartphone,South America,Brazil,São Paulo,Apple Union Square,1,811.29,811.29,Bank Transfer,Premium
710,2024-06-20,"MacBook Pro 14""",Computers,Europe,Italy,Milan,Apple Eaton Centre,3,2011.92,6035.76,Credit Card,Enterprise
711,2024-01-13,iPad Air,Tablets,North America,Canada,Vancouver,Apple Michigan Avenue,2,586.42,1172.85,Debit Card,Enterprise
712,2024-09-07,MacBook Air,Computers,North America,Canada,Vancouver,Apple Ginza,1,1062.94,1062.94,Bank Transfer,Premium
713,2024-06-30,AirPods Pro,Accessories,Asia,Singapore,Singapore,Apple Michigan Avenue,3,250.47,751.42,Debit Card,Enterprise
714,2024-03-16,iPhone 15,Smartphone,Asia,Australia,Melbourne,Apple Union Square,1,807.25,807.25,Debit Card,Enterprise
715,2024-10-08,Apple Watch Series 9,Wearables,South America,Mexico,Mexico City,Apple Orchard Road,2,411.05,822.1,Bank Transfer,Consumer
716,2024-01-05,Apple Watch Ultra,Wearables,Europe,Italy,Milan,Apple Sydney,1,783.79,783.79,Debit Card,Education
717,2024-05-06,iPad Pro,Tablets,South America,Mexico,Mexico City,Apple Regent Street,2,1096.16,2192.32,Apple Pay,Education
718,2024-01-26,AirPods Pro,Accessories,Middle East,UAE,Dubai,Apple Ginza,1,240.23,240.23,Apple Pay,Enterprise
719,2024-05-30,Apple Watch Ultra,Wearables,Middle East,UAE,Abu Dhabi,Apple Orchard Road,1,760.73,760.73,Credit Card,Education
720,2024-03-30,"MacBook Pro 14""",Computers,North America,Canada,Toronto,Apple Pacific Centre,1,2025.9,2025.9,PayPal,Education
721,2024-04-08,"MacBook Pro 14""",Computers,Europe,Germany,Berlin,Apple Dubai Mall,4,2034.31,8137.22,Apple Pay,Premium
722,2024-11-19,"MacBook Pro 14""",Computers,North America,USA,New York,Apple Orchard Road,4,2098.45,8393.82,Apple Pay,Consumer
723,2024-05-22,MacBook Air,Computers,Middle East,UAE,Dubai,Apple Champs-Élysées,1,1077.51,1077.51,PayPal,Enterprise
724,2024-12-01,iPad Air,Tablets,South America,Brazil,São Paulo,Apple Pacific Centre,1,606.72,606.72,Credit Card,Consumer
725,2024-11-04,iPhone 15,Smartphone,Asia,South Korea,Busan,Apple Sydney,1,819.47,819.47,PayPal,Consumer
726,2024-09-11,AirPods Pro,Accessories,Europe,Italy,Rome,Apple Pacific Centre,1,243.75,243.75,Credit Card,Enterprise
727,2024-12-17,Apple Watch Series 9,Wearables,North America,Canada,Montreal,Apple Eaton Centre,3,402.08,1206.24,Debit Card,Consumer
728,2024-10-20,iPad Pro,Tablets,South America,Brazil,São Paulo,Apple Sydney,1,1072.23,1072.23,Credit Card,Education
729,2024-08-19,iPad Pro,Tablets,Asia,South Korea,Busan,Apple Dubai Mall,4,1122.88,4491.51,Credit Card,Enterprise
730,2024-01-27,"MacBook Pro 16""",Computers,South America,Mexico,Guadalajara,Apple Michigan Avenue,2,2394.85,4789.69,Credit Card,Premium
731,2024-05-03,iPhone 15 Pro,Smartphone,South America,Brazil,São Paulo,Apple Orchard Road,2,1036.36,2072.73,Debit Card,Enterprise
732,2024-09-02,"MacBook Pro 14""",Computers,South America,Brazil,São Paulo,Apple Pacific Centre,1,1979.35,1979.35,Credit Card,Premium
733,2024-02-06,AirPods Pro,Accessories,Asia,Singapore,Singapore,Apple Union Square,1,249.33,249.33,PayPal,Education
734,2024-01-19,AirPods Pro,Accessories,South America,Brazil,São Paulo,Apple Pacific Centre,1,245.91,245.91,Debit Card,Consumer
735,2024-02-24,Apple Watch Series 9,Wearables,Europe,UK,London,Apple Dubai Mall,3,397.42,1192.25,Apple Pay,Education
736,2024-05-07,iPhone 14,Smartphone,Middle East,Saudi Arabia,Riyadh,Apple Pacific Centre,5,708.5,3542.5,Bank Transfer,Consumer
737,2024-09-21,iPhone 15 Pro,Smartphone,Middle East,Saudi Arabia,Riyadh,Apple Regent Street,2,991.84,1983.68,Apple Pay,Education
738,2024-11-01,iPhone 15 Pro,Smartphone,Middle East,Saudi Arabia,Jeddah,Apple Fifth Avenue,1,1028.17,1028.17,PayPal,Premium
739,2024-04-17,Apple Watch Series 9,Wearables,North America,USA,Los Angeles,Apple Eaton Centre,2,416.03,832.07,PayPal,Education
740,2024-06-30,iPad Mini,Tablets,South America,Brazil,Rio de Janeiro,Apple Ginza,1,488.15,488.15,Bank Transfer,Enterprise
741,2024-12-18,iPhone 15 Pro,Smartphone,Middle East,UAE,Abu Dhabi,Apple Ginza,1,993.76,993.76,Credit Card,Enterprise
742,2024-08-24,MacBook Air,Computers,Middle East,UAE,Abu Dhabi,Apple Regent Street,1,1139.63,1139.63,Apple Pay,Consumer
743,2024-03-27,iPad Mini,Tablets,North America,USA,Los Angeles,Apple Michigan Avenue,4,478.61,1914.43,Debit Card,Premium
744,2024-11-10,"MacBook Pro 16""",Computers,North America,USA,Chicago,Apple Union Square,1,2547.21,2547.21,Credit Card,Consumer
745,2024-09-02,Apple Watch Ultra,Wearables,North America,USA,San Francisco,Apple Orchard Road,1,837.15,837.15,Bank Transfer,Premium
746,2024-07-22,"MacBook Pro 16""",Computers,Middle East,UAE,Abu Dhabi,Apple Michigan Avenue,1,2447.88,2447.88,Debit Card,Consumer
747,2024-07-29,Apple Watch SE,Wearables,Europe,UK,Manchester,Apple Orchard Road,3,236.89,710.67,Credit Card,Enterprise
748,2024-10-14,Apple Watch SE,Wearables,North America,USA,San Francisco,Apple Orchard Road,1,249.35,249.35,Apple Pay,Enterprise
749,2024-12-30,Apple Watch SE,Wearables,South America,Brazil,São Paulo,Apple Fifth Avenue,2,242.43,484.85,Apple Pay,Enterprise
750,2024-04-05,AirPods 3rd Gen,Accessories,South America,Mexico,Guadalajara,Apple Eaton Centre,2,181.76,363.53,Credit Card,Consumer
751,2024-03-22,Apple Watch SE,Wearables,Europe,Italy,Rome,Apple Pacific Centre,1,246.37,246.37,Apple Pay,Consumer
752,2024-07-18,AirPods Max,Accessories,Asia,South Korea,Busan,Apple Ginza,1,559.44,559.44,PayPal,Education
753,2024-07-22,iPhone 15,Smartphone,Asia,Australia,Sydney,Apple Champs-Élysées,1,824.71,824.71,Credit Card,Consumer
754,2024-05-14,iPad Mini,Tablets,South America,Mexico,Mexico City,Apple Pacific Centre,1,489.49,489.49,PayPal,Enterprise
755,2024-05-25,iPhone 15,Smartphone,Europe,Italy,Rome,Apple Fifth Avenue,1,813.48,813.48,Apple Pay,Education
756,2024-04-28,iPhone 15,Smartphone,Europe,Spain,Barcelona,Apple Michigan Avenue,1,826.3,826.3,Debit Card,Consumer
757,2024-01-03,MacBook Air,Computers,Europe,France,Marseille,Apple Pacific Centre,1,1068.24,1068.24,Bank Transfer,Education
758,2024-11-17,"MacBook Pro 16""",Computers,Europe,UK,Manchester,Apple Michigan Avenue,1,2549.99,2549.99,Apple Pay,Consumer
759,2024-07-29,"MacBook Pro 14""",Computers,South America,Mexico,Mexico City,Apple Michigan Avenue,3,1947.36,5842.07,Apple Pay,Enterprise
760,2024-02-25,Apple Watch SE,Wearables,North America,Canada,Toronto,Apple Regent Street,2,236.86,473.73,Credit Card,Education
761,2024-08-19,iPhone 15 Pro,Smartphone,Asia,China,Beijing,Apple Union Square,1,989.93,989.93,PayPal,Education
762,2024-06-19,Apple Watch Ultra,Wearables,Europe,France,Marseille,Apple Michigan Avenue,1,794.71,794.71,Bank Transfer,Education
763,2024-04-12,iPad Pro,Tablets,Middle East,UAE,Dubai,Apple Ginza,1,1102.46,1102.46,Debit Card,Consumer
764,2024-02-26,iPad Air,Tablets,Middle East,UAE,Dubai,Apple Orchard Road,1,603.75,603.75,Bank Transfer,Education
765,2024-12-27,"MacBook Pro 16""",Computers,Europe,France,Marseille,Apple Eaton Centre,1,2448.13,2448.13,Credit Card,Enterprise
766,2024-01-20,iPad Mini,Tablets,Europe,Germany,Berlin,Apple Pacific Centre,1,520.34,520.34,Apple Pay,Premium
767,2024-03-31,AirPods 3rd Gen,Accessories,Europe,Italy,Milan,Apple Pacific Centre,1,178.99,178.99,Credit Card,Education
768,2024-10-15,MacBook Air,Computers,Europe,Spain,Valencia,Apple Union Square,2,1053.0,2106.0,Apple Pay,Enterprise
769,2024-11-15,Apple Watch Series 9,Wearables,Europe,France,Lyon,Apple Dubai Mall,1,383.21,383.21,Apple Pay,Premium
770,2024-06-04,iPhone 15,Smartphone,Middle East,UAE,Abu Dhabi,Apple Eaton Centre,4,793.86,3175.44,Bank Transfer,Education
771,2024-10-06,AirPods Pro,Accessories,Asia,Japan,Tokyo,Apple Eaton Centre,1,247.63,247.63,Bank Transfer,Enterprise
772,2024-02-07,"MacBook Pro 14""",Computers,South America,Mexico,Mexico City,Apple IFC Mall,1,2013.43,2013.43,Bank Transfer,Premium
773,2024-05-04,Apple Watch Series 9,Wearables,Asia,Australia,Melbourne,Apple Michigan Avenue,2,403.11,806.21,Apple Pay,Consumer
774,2024-12-23,Apple Watch Series 9,Wearables,Asia,South Korea,Seoul,Apple Ginza,1,392.93,392.93,Debit Card,Enterprise
775,2024-06-12,Apple Watch Ultra,Wearables,Europe,France,Paris,Apple Michigan Avenue,1,779.43,779.43,Credit Card,Consumer
776,2024-02-12,MacBook Air,Computers,South America,Brazil,São Paulo,Apple Michigan Avenue,1,1051.11,1051.11,Bank Transfer,Education
777,2024-03-09,iPad Mini,Tablets,Europe,Germany,Munich,Apple IFC Mall,1,493.91,493.91,Bank Transfer,Consumer
778,2024-11-21,iPhone 15 Pro,Smartphone,Asia,Japan,Tokyo,Apple IFC Mall,2,1015.21,2030.41,PayPal,Premium
779,2024-03-12,"MacBook Pro 14""",Computers,Asia,China,Beijing,Apple Michigan Avenue,3,2077.13,6231.38,Apple Pay,Consumer
780,2024-11-17,MacBook Air,Computers,Asia,Japan,Osaka,Apple Eaton Centre,1,1147.1,1147.1,Credit Card,Consumer
781,2024-07-17,MacBook Air,Computers,Middle East,Saudi Arabia,Riyadh,Apple Champs-Élysées,3,1127.58,3382.73,PayPal,Education
782,2024-02-27,AirPods 3rd Gen,Accessories,Europe,UK,London,Apple Sydney,1,183.59,183.59,Bank Transfer,Premium
783,2024-03-20,"MacBook Pro 16""",Computers,South America,Brazil,Rio de Janeiro,Apple Ginza,1,2520.94,2520.94,Bank Transfer,Education
784,2024-04-11,Apple Watch SE,Wearables,Middle East,UAE,Dubai,Apple Sydney,1,261.32,261.32,Bank Transfer,Premium
785,2024-01-29,iPhone 14,Smartphone,North America,USA,San Francisco,Apple Pacific Centre,2,712.07,1424.13,Debit Card,Enterprise
786,2024-02-11,"MacBook Pro 16""",Computers,North America,USA,Los Angeles,Apple Union Square,2,2588.61,5177.23,Credit Card,Enterprise
787,2024-11-25,Apple Watch Series 9,Wearables,South America,Brazil,Rio de Janeiro,Apple Michigan Avenue,2,391.91,783.82,Bank Transfer,Premium
788,2024-11-09,Apple Watch Series 9,Wearables,Europe,Germany,Munich,Apple Ginza,1,416.97,416.97,PayPal,Consumer
789,2024-07-27,Apple Watch Ultra,Wearables,North America,USA,San Francisco,Apple Sydney,1,815.96,815.96,Apple Pay,Education
790,2024-10-27,Apple Watch Series 9,Wearables,Middle East,UAE,Abu Dhabi,Apple IFC Mall,2,399.02,798.05,Apple Pay,Consumer
791,2024-08-30,MacBook Air,Computers,North America,Canada,Montreal,Apple Fifth Avenue,2,1078.06,2156.12,Apple Pay,Consumer
792,2024-03-15,iPhone 15,Smartphone,Europe,UK,Manchester,Apple Union Square,1,779.21,779.21,Apple Pay,Education
793,2024-01-07,iPhone 15 Pro,Smartphone,Europe,UK,London,Apple Union Square,4,965.91,3863.63,PayPal,Education
794,2024-04-26,"MacBook Pro 16""",Computers,South America,Brazil,São Paulo,Apple Pacific Centre,1,2449.95,2449.95,PayPal,Consumer
795,2024-08-04,Apple Watch Series 9,Wearables,Asia,China,Beijing,Apple Michigan Avenue,1,404.72,404.72,PayPal,Consumer
796,2024-06-29,"MacBook Pro 16""",Computers,South America,Mexico,Guadalajara,Apple Regent Street,3,2462.53,7387.59,Credit Card,Premium
797,2024-01-22,iPhone 15,Smartphone,Middle East,Saudi Arabia,Jeddah,Apple Pacific Centre,2,780.31,1560.62,Debit Card,Consumer
798,2024-09-29,Apple Watch SE,Wearables,Asia,China,Hong Kong,Apple Fifth Avenue,1,253.78,253.78,Apple Pay,Consumer
799,2024-04-08,Apple Watch Series 9,Wearables,Europe,France,Lyon,Apple Michigan Avenue,1,413.25,413.25,Debit Card,Education
800,2024-05-19,AirPods Pro,Accessories,South America,Brazil,São Paulo,Apple Fifth Avenue,1,247.74,247.74,Apple Pay,Consumer
801,2024-03-09,AirPods Pro,Accessories,Europe,UK,London,Apple Fifth Avenue,1,258.35,258.35,Credit Card,Consumer
802,2024-04-23,AirPods 3rd Gen,Accessories,North America,USA,Los Angeles,Apple Regent Street,2,172.67,345.33,PayPal,Enterprise
803,2024-07-26,Apple Watch Ultra,Wearables,Asia,South Korea,Busan,Apple IFC Mall,1,760.4,760.4,Debit Card,Premium
804,2024-09-11,"MacBook Pro 16""",Computers,Europe,UK,London,Apple Champs-Élysées,1,2477.44,2477.44,Credit Card,Education
805,2024-02-21,"MacBook Pro 14""",Computers,South America,Mexico,Guadalajara,Apple Ginza,1,2094.44,2094.44,Credit Card,Premium
806,2024-02-01,iPhone 15 Pro,Smartphone,Asia,Japan,Tokyo,Apple Michigan Avenue,1,975.09,975.09,Credit Card,Premium
807,2024-03-02,iPhone 14,Smartphone,South America,Brazil,São Paulo,Apple Dubai Mall,5,721.43,3607.14,Credit Card,Premium
808,2024-09-02,iPad Mini,Tablets,South America,Mexico,Mexico City,Apple Pacific Centre,2,486.21,972.42,Bank Transfer,Premium
